index,userId,movieId,rating,timestamp
0,0,0,4.0,964982703
1,0,2,4.0,964981247
2,0,5,4.0,964982224
3,0,46,5.0,964983815
4,0,49,5.0,964982931
5,0,69,3.0,964982400
6,0,100,5.0,964980868
7,0,109,4.0,964982176
8,0,150,5.0,964984041
9,0,156,5.0,964984100
10,0,162,5.0,964983650
11,0,215,5.0,964981208
12,0,222,3.0,964980985
13,0,230,5.0,964981179
14,0,234,4.0,964980908
15,0,259,5.0,964981680
16,0,295,3.0,964982967
17,0,315,3.0,964982310
18,0,332,5.0,964981179
19,0,348,4.0,964982563
20,0,355,4.0,964980962
21,0,361,5.0,964982588
22,0,366,4.0,964981710
23,0,422,3.0,964982363
24,0,440,4.0,964980868
25,0,456,5.0,964981909
26,0,479,4.0,964982346
27,0,499,3.0,964981208
28,0,526,5.0,964984002
29,0,542,4.0,964981179
30,0,551,4.0,964982653
31,0,552,5.0,964984153
32,0,589,4.0,964982546
33,0,591,4.0,964982271
34,0,592,4.0,964983793
35,0,595,5.0,964982838
36,0,607,5.0,964982931
37,0,647,3.0,964982563
38,0,660,5.0,964982838
39,0,672,3.0,964981775
40,0,732,4.0,964982400
41,0,735,3.0,964982653
42,0,779,3.0,964984086
43,0,803,4.0,964980499
44,0,918,5.0,964982475
45,0,922,5.0,964981529
46,0,939,5.0,964982176
47,0,942,4.0,964983614
48,0,953,5.0,964983219
49,0,1008,3.0,964981775
50,0,1022,5.0,964982681
51,0,1023,5.0,964982876
52,0,1024,5.0,964982791
53,0,1028,5.0,964982855
54,0,1029,3.0,964982903
55,0,1030,5.0,964982653
56,0,1031,5.0,964982791
57,0,1041,4.0,964981179
58,0,1048,5.0,964982400
59,0,1059,4.0,964980924
60,0,1072,5.0,964981680
61,0,1079,5.0,964981327
62,0,1088,5.0,964982951
63,0,1089,4.0,964984018
64,0,1091,5.0,964983484
65,0,1096,5.0,964981680
66,0,1126,4.0,964982513
67,0,1135,5.0,964981327
68,0,1195,5.0,964981827
69,0,1196,5.0,964981872
70,0,1197,5.0,964981827
71,0,1205,5.0,964983737
72,0,1207,4.0,964983250
73,0,1209,5.0,964980499
74,0,1212,5.0,964982951
75,0,1213,4.0,964981855
76,0,1218,2.0,964983393
77,0,1219,5.0,964981909
78,0,1221,5.0,964981909
79,0,1223,5.0,964984018
80,0,1225,5.0,964983618
81,0,1239,5.0,964983723
82,0,1255,5.0,964981442
83,0,1257,3.0,964983414
84,0,1264,4.0,964983599
85,0,1269,5.0,964983705
86,0,1274,5.0,964982290
87,0,1277,5.0,964983414
88,0,1281,5.0,964982703
89,0,1290,5.0,964981909
90,0,1297,5.0,964984086
91,0,1347,4.0,964983393
92,0,1376,3.0,964982653
93,0,1395,3.0,964983017
94,0,1407,3.0,964982310
95,0,1444,3.0,964984112
96,0,1472,4.0,964980875
97,0,1499,4.0,964980985
98,0,1516,5.0,964981107
99,0,1551,4.0,964982620
100,0,1572,5.0,964982290
101,0,1579,3.0,964981125
102,0,1586,5.0,964982346
103,0,1616,5.0,964982951
104,0,1619,4.0,964983056
105,0,1624,5.0,964983504
106,0,1643,3.0,964983536
107,0,1675,3.0,964982620
108,0,1731,5.0,964981125
109,0,1776,4.0,964981230
110,0,1792,4.0,964981404
111,0,1803,5.0,964983034
112,0,1804,4.0,964983056
113,0,1919,4.0,964981780
114,0,1926,5.0,964981497
115,0,1953,5.0,964982176
116,0,1966,4.0,964981710
117,0,1999,4.0,964982211
118,0,2004,5.0,964981710
119,0,2011,4.0,964984176
120,0,2017,5.0,964980523
121,0,2027,4.0,964981888
122,0,2032,5.0,964982903
123,0,2045,4.0,964982563
124,0,2047,5.0,964982791
125,0,2053,4.0,964981747
126,0,2057,5.0,964982400
127,0,2077,5.0,964982838
128,0,2089,5.0,964982838
129,0,2092,3.0,964981710
130,0,2093,5.0,964982653
131,0,2095,4.0,964982838
132,0,2098,4.0,964982588
133,0,2104,4.0,964981725
134,0,2114,5.0,964982529
135,0,2115,5.0,964982876
136,0,2136,5.0,964982791
137,0,2138,5.0,964982791
138,0,2140,5.0,964982838
139,0,2142,4.0,964981725
140,0,2160,5.0,964981710
141,0,2173,4.0,964981680
142,0,2192,4.0,964981710
143,0,2252,2.0,964981775
144,0,2267,4.0,964982989
145,0,2272,4.0,964982310
146,0,2290,5.0,964983664
147,0,2328,5.0,964983263
148,0,2337,2.0,964983546
149,0,2352,5.0,964983861
150,0,2365,4.0,964982462
151,0,2386,5.0,964983123
152,0,2388,2.0,964983094
153,0,2394,5.0,964981093
154,0,2405,4.0,964982310
155,0,2413,3.0,964982513
156,0,2426,5.0,964982242
157,0,2449,4.0,964982620
158,0,2458,5.0,964983414
159,0,2469,5.0,964982588
